date,symbol,source,summary,base_url,url
2022-08-17,AAPL,Finnhub,"Getty Museum created a new app to showcase the possibilities of creativity by reimagining the seminal artists work. It was created for getty museum and brought to life through apple technology. It is available on Apple's App Store and Google Play Store.   Apple revolutionized personal technology with the introduction of the macintosh in 1984. Today apple leads the world in innovation with iphone ipad, mac apple watch and apple tv. Apple has a media helpline and a press contact.   It is protected. ",https://finnhub.io,https://finnhub.io/api/news?id=bec4ff5ade43c9454a69d4ac6be0bbe9d24f674a44d45faa89ed4884ecbf1ef8
2022-08-18,AAPL,Finnhub,"Today at Apple the apple logo is available on iphone, mac ipad, airpods, watch, tv, homepod mini and airtag. Apple is a registered trademark of apple. Apple products are made of apple materials.   iPads, air Getty Museum created a new app to showcase the possibilities of creativity by reimagining the seminal artists work. It was created for getty museum and brought to life through apple technology. It is available on Apple's App Store and Google Play Store.   Apple revolutionized personal technology with the introduction of the macintosh in 1984. Today apple leads the world in innovation with iphone ipad, mac apple watch and apple tv, among other things, and is a leader in the field of mobile technology. ",https://finnhub.io,https://finnhub.io/api/news?id=a3e8b982388fefba497f4427ea381c8f7aa2cd3f4f42061bd4d326828a87741a
2022-08-19,AAPL,SeekingAlpha,Apple and Nike are popular consumer brands that have demonstrated the strength of their brand name recognition over multiple decades.    i would be remiss not to mention most popular brands like apple aapl or nike nke that have been around for a long time.,https://seekingalpha.com,https://seekingalpha.com/article/4526203-best-stocks-inflation-look-traits
2022-08-20,AAPL,Reuters,"The Franco-Italian group's clients include Apple and Tesla. There is a global surge in powermanagement semiconductors as the auto industry moves to lowemission vehicles and from automation in multiple industries, according to the group.    iPhone maker Apple and",https://www.reuters.com,https://www.reuters.com/technology/chipmaker-stmicroelectronics-revenue-beats-estimates-2022-07-28/
2022-08-21,AAPL,SeekingAlpha, the Apple ios rollout was largely complete by q3 and q4 of last year. Dave Wehner signaled that broader macro trends were offsetting this benefit. Back half of this year we get the benefit in growth rates from lapping the rollout of the ios.,https://seekingalpha.com,https://seekingalpha.com/article/4526842-meta-q2-results-disappointing-is-an-understatement
2022-08-22,AAPL,SeekingAlpha,"Mac has been instrumental for apple with a 14.6 growth in fq2, and Mac OS X has also been instrumental with a growth in Fq2 of 14% in recent years. Apple has also had a growth of FQ3 of 14%. Apple demonstrates strong historical and near-term average growth. i wrote a previous article to discuss this fact. i also wrote an article on the company's historical growth rate. i discussed this topic in the previous article.    i wrote an earlier article on Apple's historical Apple's iphone and mac accounted for 62.7% of its revenue in the last quarter.   iPhonets and macs made up for 62% of the company's revenue in that quarter. iPhons accounted for 60% of Apple's revenue Apple is an iconic hardware and software company focused on the design manufacturing and marketing of smartphones, tablets and various related services and products. The company is based in Cupertino, California and has a workforce of around 100,000 people.    iReport.com",https://seekingalpha.com,https://seekingalpha.com/article/4526524-is-apple-stock-a-buy
2022-08-23,AAPL,SeekingAlpha,Advertisers are seeing a recovery in conversion rates of their ads on meta after the initial dip due to new privacy rules on apple.   .     “A recent report on information” has mentioned that advertisers are already seeing a recovered in,https://seekingalpha.com,https://seekingalpha.com/article/4526881-meta-platforms-silver-lining-for-patient-investors
2022-08-24,AAPL,Reuters,Apple introduced new iphone privacy controls last year. It made it harder for companies such as meta and snap inc.n to target and measure ads on their apps. Apple upended the digital ad industry when it introduced new privacy controls for iPhones.  ,https://www.reuters.com,https://www.reuters.com/technology/apples-privacy-changes-tiktok-competition-inescapable-meta-now-2022-07-28/
2022-08-25,AAPL,SeekingAlpha,"Apple's new privacy policy changes implemented last year via ios 14 has upended the effectiveness of metas delivery of targeted ads on Apple's flagship product, the Apples Aplol's flagship app. It's not clear if the changes will have a positive impact on the",https://seekingalpha.com,https://seekingalpha.com/article/4526832-meta-down-but-not-out
2022-08-26,AAPL,SeekingAlpha,Apple brought in privacy changes in 2021 named app tracking transparency att. Metas troubles started in 2021. Apple brought in a set of privacy changes it named App Tracking Transparency att. in that year. Apple's privacy changes were called app Tracking Transparency Att. in English. ,https://seekingalpha.com,https://seekingalpha.com/article/4526568-meta-platforms-q2-earnings-not-a-disaster
2022-08-27,AAPL,StockMarket,"Apple, Amazon and Nasdaq are among the companies whose shares are traded on Nasdaq or AMZN.com. Apple and amazon.com are both traded on NASDAQ.com and NADA.com respectively.    iReport.com: ",https://stockmarket.com,https://stockmarket.com/featured/stock-market-today-dow-jones-sp-500-us-economy-contracts-second-straight-quarter-2022-07-28
2022-08-28,AAPL,SeekingAlpha,"Apple Nasdaqaapl is a successful company and an investment. Apple shares are up 7.5% this morning. Apple is an investment in Apple NASDAQaapl. Apple's stock is up 6.5%. Apple is also up 2.7% today. Apple has an impressive track record of innovation with products such as the apple watch air pods, apple tv and apple pay. Apple is a major player in the technology industry and has a rich history of product development and innovation. Apple's products include the watch, tv and pay. Apple has pretty well saturated the smartphone market in the us. Where is the future growth coming from? Apple has already saturated the market with its products. Apple has a huge market share in the smartphone industry. Apple's products are already too expensive for many people.  Using this information, I can make an educated guess on future revenue growth for apple, based on the information I have gathered so far. It's a very good guess. It is based on historical data.    i can't be more precise than that.  There are many apps available on Apple's products. They include the iphone ipad, apple watch, appstore, apple pay and apple music. They are available on the following platforms: iPhone, iPad, Apple Watch, Apple Pay and Apple Music.",https://seekingalpha.com,https://seekingalpha.com/article/4527039-apple-rather-buy-spy
2022-08-29,AAPL,Finnhub,"Apple revolutionized personal technology with the introduction of the macintosh in 1984. Today apple leads the world in innovation with iphone ipad, mac apple watch and apple tv, among other things, and is a leader in the field of mobile technology. ",https://finnhub.io,https://finnhub.io/api/news?id=fa42dc24925137e19bb535a803c91f853e2b4a0db1a1a878c1d2fabbff2bffa9
2022-08-30,AAPL,Reuters,Apple introduced new iphone privacy controls last year. It made it harder for companies such as meta and snap inc.n to target and measure ads on their apps. Apple upended the digital ad industry when it introduced new privacy controls for iPhones.  ,https://www.reuters.com,https://www.reuters.com/technology/apples-privacy-changes-tiktok-competition-inescapable-meta-now-2022-07-28/
2022-08-31,AAPL,SeekingAlpha,"Zuckerberg has recently told employees that apple is going to be a competitor and Apple is not going to compete with Facebook any more. Apple will be a rival to Facebook and Zyngberg's company. Apple's CEO Tim Cook has confirmed this to employees.  There are headwinds in the digital advertising industry. Apple's ios changes are contributing to the growth challenges across the industry. According to this the 2022 q2 call, these headwindeds continued. There are also issues with targeting and measurement. ",https://seekingalpha.com,https://seekingalpha.com/article/4526976-meta-shows-concerns-with-apple-after-earnings-call
2022-09-01,AAPL,Reuters,Apple shares gained 3.3 after the company said parts shortages are easing and that demand for iphones is continuing. Read more here.    iReporter.com: Apple shares gained three per cent today. iReport: Apple is experiencing parts shortages easing.,https://www.reuters.com,https://www.reuters.com/markets/europe/nasdaq-futures-surge-apple-amazon-hold-out-against-weak-consumer-spending-2022-07-29/
2022-09-02,AAPL,Finnhub,Apple Inc. has a buy rating from Deutsche Bank research analyst sidney ho from deutsche bank research considers the stock attractive and recommends it with the buy rating.    i.e. 20220729 101702 et aapl. et apl. ,https://finnhub.io,https://finnhub.io/api/news?id=6ea5e465fe0447696462f1d1a802354f722e8dc1b581ae0c8761329a8c3c1d08
2022-09-03,AAPL,MarketWatch,"Chevrons shares are up 9.75 or 6.5, while those of apple inc. have risen 5.16 or 3.3. This is a 98point bump for the dow. chevrons and apple are both up about 9% for the day.",https://www.marketwatch.com,https://www.marketwatch.com/data-news/dow-jumps-nearly-125-points-on-gains-in-chevron-apple-inc-shares-01659103389?tesla=y
2022-09-04,AAPL,SeekingAlpha," qualcomm has breathing room and a longer growth runway as economic headwinds intensify. Apple is rumored to not be on track for a 2023 5g modem, but qualcomm is still on track to have a 5G modem by 2023.  ",https://seekingalpha.com,https://seekingalpha.com/article/4527138-qualcomm-q2-earnings-attractive-valuation
2022-09-05,AAPL,PennyStocks,Apple Inc. and Amazon Inc. both reported revenue beats and positivity this quarter. Apple Inc. reported a revenue increase of 7.7%. Amazon reported an increase of 8.7% on a year-on-year basis. Apple inc. also reported a growth of,https://pennystocks.com,https://pennystocks.com/featured/2022/07/29/hot-penny-stocks-watch-before-market-open-july-29th/
2022-09-06,AAPL,StockMarket,"Apple projects fourthquarter revenue to be greater than 84.92 billion, according to the company's conference call. Apple also said on its conference call that it will have a record profit of $1.7 billion.    on the conference call apple also said it will",https://stockmarket.com,https://stockmarket.com/featured/good-stocks-to-buy-right-now-3-growth-stocks-for-your-watchlist-2022-07-29
2022-09-07,AAPL,MarketWatch,Apple beat Wall Street estimates for the June quarter thanks in part to lowerthanexpected supply constraints and higher than expected iphone and ipad sales. Apple's sales edged past wall street estimates due to higherthanexpected sales of the apple. Apple also beat expectations for the iPhone,https://www.marketwatch.com,https://www.marketwatch.com/articles/alphabet-amazon-microsoft-tech-stocks-to-buy-51659118617
2022-09-08,AAPL,SeekingAlpha,"Apple is working on the next generation m3 chip with its debut to come through the 2023 13 and 15 macbook air and imac models and a potential 12 macbook still in early development. Apple is wellpoised for greater market share gains ahead. Apple has a strong long-term growth trajectory. New product slate, service rollouts and improved product launches announced during wwdc 2022 continue to corroborate a strong growth trajectory for apple. Apple has a new product slate with upgrades and new service rollsouts. Apple is rumoured to be planning a big launch event in September. Rumors are rife that it will include a spate of new computing devices powered by next generation Apple silicon and a first look at the long-awaited mixed reality headset in addition to the iphone 14. Apple has ramped up its commercial partnerships in the Junequarter by adding bank of america bac and consulting firm wipro wit to its roster. Alaska Airlines will replace its legacy checkin kiosks with apples ipad pros during the Marchquarter, in addition to alaska ms has also provided positive commentary on apples iphone takerates earlier this week. qualcomm qcom is a key component supplier of Apple's iPhone.    iReport.com: Apple's new iPhone X is a good buy.  iPhone X:  Apple has an upside potential of almost 30% based on the shares last traded price of 163 at the time of writing on July 29th. Apple's focus on monetizing its ecosystems installed base through complementary services is a strong plus for Apple's future growth. ",https://seekingalpha.com,https://seekingalpha.com/article/4527524-apple-3t-is-within-reach-again
2022-09-09,AAPL,SeekingAlpha,"Apple services is on track to become a 100 billion revenue segment by 2022. There was a slim yoy increase in revenue of 1.53 billion 1.87 billion in the third quarter of this year, but the highlight should be services. Apple services is the unsung hero.",https://seekingalpha.com,https://seekingalpha.com/article/4527326-apple-q3-2022-earnings-beat-buy
2022-09-10,AAPL,SeekingAlpha,"A stronger dollar is negatively impacting multinational companies like apple. Apple is one of the companies affected by the stronger dollar. Apple has a large share of the global apple market. Apple's CEO is concerned about the impact of a stronger dollar on his company.   Analysts were expecting a bit of margin compression, but apple came in ahead of the street. Apple's results were better than expected, according to iReporter.com's analysis. Apple will report its results on October 25th. iReport.com will publish the results",https://seekingalpha.com,https://seekingalpha.com/article/4527343-apple-could-have-been-worse
2022-09-11,AAPL,Finnhub, apple inc. jp morgan reiterates its buy rating. Analyst samik chatterjee confirms his positive recommendation. Apple inc. JP morgan has a buy rating of 20220729 025002 et aapl. Apple Inc. has a market value of $,https://finnhub.io,https://finnhub.io/api/news?id=583ce13a677262288d7a64479f259a1d7f9405ac1a437254af2a70c0a318d57b
2022-09-12,AAPL,Reuters,"Mac sales are down 10%, after record sales since 2020. Mac sales were boosted by workfromhome boost and new proprietary processor chips. Macs are down by 10%. Macs sales were up by 10% since 2020, thanks to workfromhomes boost, new proprietary",https://www.reuters.com,https://www.reuters.com/technology/apple-results-top-estimates-iphone-escapes-economic-slump-2022-07-28/
2022-09-13,AAPL,SeekingAlpha,"Both of these systems are powered by m2, Apple's next generation of apple silicon for mac. m2 is powered by Apple's new generation of silicon for Mac. It's called M2-AISI and it's the same technology as Apple's iSight Apple released a new Macbook air and a new 13inch macbook pro last month. It is the latest in a wave of innovation from the company.    iReport.com: What do you think about Apple's new products? Share your thoughts.  Apple continues the tremendous pace of innovation in apple silicon for the mac. It continues to be the most advanced chip in the world for the Mac and continues to improve the quality of the silicon. It is the latest in a long line of developments in this area. Apple's privacy policies have reshaped the mobile ad market. Richard Kramer has cited growth in apple apps in the past.       in the privacy policies youve taken have really reshaped mobile ads market and changed it for the better, according to Richard Kramer There is double the growth in customers new to iphone, according to the company.   iPhon is seeing double growth in growth in new customers to the phone.  iPhone is a mobile phone with a built-in GPS system.  Apple did well in Indonesia, Vietnam and India. iphone tends to be the engine for those markets. Apple is creating the market for apple products in Vietnam and in India, which is why they did well there.   Apple did quite well in the opening remarks",https://seekingalpha.com,https://seekingalpha.com/article/4527231-apple-inc-aapl-ceo-tim-cook-on-q3-2022-results-earnings-call-transcript
2022-09-14,AAPL,Reuters,"Mac sales are down 10%, after record sales since 2020. Mac sales were boosted by workfromhome boost and new proprietary processor chips. Macs are down by 10%. Macs sales were up by 10% since 2020, thanks to workfromhomes boost, new proprietary",https://www.reuters.com,https://www.reuters.com/technology/apple-results-top-estimates-iphone-escapes-economic-slump-2022-07-28/
2022-09-15,AAPL,Finnhub,"3services net sales include sales from the company's advertising applecare cloud digital content payment and other services. 3Services net sales are based on revenue from the companies' advertising, cloud services and other products and services.    for confidential support call the Samaritans on 08",https://finnhub.io,https://finnhub.io/api/news?id=2d24c91771bd86b935c6bf105004ec6e56eaf5fe0d6edf2f813cc03d476fbfac
2022-09-16,AAPL,MarketWatch,"Apple delivered positive results and forward outlook despite uncertainty and investor concerns over softening consumer spending. Apple says macro issues are not hurting iphone business as earnings top expectations, according to Aaron Rakers, a Fargo analyst aaron rakers wrote.   ",https://www.marketwatch.com,https://www.marketwatch.com/story/apple-earnings-can-be-summed-up-in-one-word-11659093222
2022-09-17,AAPL,SeekingAlpha,"The core investment thesis around Apple stock was that it was transforming from a products company to a services-oriented business.    iReport.com: What do you think? Share your thoughts. iReport: Share your photos and videos of Apple products and services. Nasdaqaapl has reported earnings which were able to meet expectations in several key metrics including revenue eps and iphone sales. nikadaistock is unreleased via getty images. Apple has released a new product called ""Nikkada"". Apple is one of the biggest tech companies in the world. Apple has a 3 pe ratio and yoy revenue growth of 7.5% y/y, according to ycharts. Apple also has a high P/P ratio and a y/Y revenue growth rate Long-term investors should carefully look at the growth trajectory of the services segment to see if it has a positive impact on apple stock's value.       .   i   for good returns, investors should check the growth of services segment.   the licensing business is also coming under the regulatory scanner as it boosts monopolistic practices between apple and google.    for Apple and Google.  for Google, for example, for Google and for Apple.  For Google and Apple and Apple. for Apple for Google.",https://seekingalpha.com,https://seekingalpha.com/article/4527831-apple-investors-need-wary-services-slowdown
2022-09-18,AAPL,SeekingAlpha,"90% of U.S. based iphone users said they planned to remain loyal to future Apple devices in a December 2018 survey by kantar 90%.    iPad is expected to go on sale later this year. iPad XS is not expected to be By 2027 if apple grows as expected and returns to historical fair value then by 2027 investors will break even, according to consensus estimate.      Â   - Fast Graphs factset. Apple 2027 consensus total return potential. ",https://seekingalpha.com,https://seekingalpha.com/article/4527619-reasons-to-love-apple-but-buy-these-blue-chip-bargains-today
2022-09-19,AAPL,SeekingAlpha,As of 06302022 apple inc. 0.0.0 qurate retail inc. preferred 2.4 and roper technologies inc. 2.0 are additional securities referenced herein as a percent of the funds net assets as of 6:3030.,https://seekingalpha.com,https://seekingalpha.com/article/4527771-weitz-investment-partners-iii-opportunity-fund-q2-2022-commentary
2022-09-20,AAPL,SeekingAlpha,"Apple could trade significantly higher in the next 1236 months due to new market opportunities, vrar and the apple car, accelerating strength in apples service portfolio, and continued financial engineering.   i continue to believe that apple could trade much higher in next year.  Apple is a stock that could trade higher. Read my coverage initiation article on apple apple here.   iReport.com: 3 reasons why the stock couldtrade higher and share price could go up. iReport article: Apple shares could go higher. Share price may go",https://seekingalpha.com,https://seekingalpha.com/article/4528019-apple-q3-earnings-love-story-continues
2022-09-21,AAPL,MarketWatch,"Goldman sachs bofa securities and j.p. morgan are leading the offering of the shares, apple said. Apple is a joint venture between Goldman Sachs and J.P. Morgan. Apple will make an announcement on the offering soon.  bond issuance has long been a key capitalraising strategy for apple. Apple is a major shareholder of this company. Apple's share price is up 1.5% this morning to close at $28.50.    ipt   in the market. ",https://www.marketwatch.com,https://www.marketwatch.com/articles/apple-bonds-stock-buybacks-51659361679
2022-09-22,AAPL,StockMarket," some of the notable companies are microsoft corp, Apple Inc., Nasdaq aapl and amgen amgn to name a few.    for the notable ones.  for some of them  for me.  to me  for example. ",https://stockmarket.com,https://stockmarket.com/featured/3-dow-jones-industrial-average-stocks-for-your-august-2022-watchlist-2022-08-01
2022-09-23,AAPL,SeekingAlpha," is still highly dependent on cyclical product purchases boosted during the current economic cycle. Apple is still a great company. Apple. Apple remains a great business is still heavily dependent on more cyclical products purchases. Apple's business is boosted during this year.    Apple just reported a quarter with revenues inline with analyst estimates at 1.9%. Apple is forecast to see 2 quarters where revenue growth doesn't top 4%, but investors should start to see these numbers as solid. Apple is expected to see revenue growth of 1.8% in the",https://seekingalpha.com,https://seekingalpha.com/article/4528729-apple-aapl-stock-sell-ignoring-reality
2022-09-24,AAPL,SeekingAlpha,"Apple could ship 10m armr units by 202526. Apple is competing against metas ecosystem to define the metaverse. loupfamed apple analyst mingchi kuo also believes that apple could be shipping 10m Armrs by 2025.    Apple is not close to its 5y and 10y revenue cagr of 11.1 and 12.9. It is also nowhere near its 5 yrs and 10 yrs ebit cagrs of 12.7 and  12.4. Morgan Stanley suggests Wall Street is not convinced that Apple will outperform. Even the bullish street analysts believe that apples revenue and ebit growth could continue to moderate through 2023 before recovering. Apple needs to do something dramatic to move its revenue by a mile to outperform Wall Street. Apple reported revenue growth of 1.9% in fq3, while ebit fell 4.4% yoy. The slowdown started for apple before its q3. Apple revenue by product change company filings:    Apple revenue   in fQ3: ",https://seekingalpha.com,https://seekingalpha.com/article/4528633-apple-use-the-recovery-to-sell-and-get-out-once-and-for-all
2022-09-25,AAPL,SeekingAlpha,"Apple will have a bigger advertising business than Meta platforms inc. in 10 years, if not Google itself in 10 more years.   i fully expect Apple to have bigger ad business than meta platforms inc., if not google itself in ten years. i expect apple to have a The implementation of att apple inc. cut out important user data that was collected by digital ad companies and is the biggest winner of all from the implementation of the att app inc. Nasdaqaapl itself is also a big winner.    i forgot to write about the Apple could take on google in search and win serious market share. Apple could even take on Google in search. Apple has the technology to do it. Apple is already the world's largest provider of search results. Apple can compete with Google in terms of search.  Apple receives an estimated 8 billion to 12 billion in annual payments up from 1 billion a year in 2014 in exchange for building googles search engine into its products. Apple doesn't need to do that for now from the new York Times.        googl is increasing its fee. Apple could keep extorting alphabet inc. googl for more or else it creates its own search engine. Apple is not obliged to pay the fee for the search engine, but it could do so if it wants to.  ",https://seekingalpha.com,https://seekingalpha.com/article/4528586-apple-surpassing-google-worlds-biggest-ad-company
2022-09-26,AAPL,SeekingAlpha,"Apple projects accelerated revenue growth into q422, which is expected to be $422 million in the next year.  iReport.com will keep an eye on this topic.    iReporter.com has more information on Apple's Q422 revenue growth projects. Apple's services are high-margin high-growth businesses to maintain profits and boost margins. They include music icloud tv, apple care, the app store and pay-per-use. Apple services are not a direct comparison to other cloud services, but they serve as  has diversified from the iphone. Apple is still an iPhone company.  iphones are risky one to rely on. Apple's services growth over the last few years has helped investors feel diversification from the iPhone is more diversified than the iPhone.  The current flagship iphone sizes are in order. In September they will change to the sizes of the current flagship phones. This will streamline manufacturing. There will be a difference between the pro and non pro displays on the iphones.     makes it clear that apple is still an iphonehardware company and not an apple is not an Apple product. iphones are not Apple products are not apple products. Apple is not Apple product is not apple product is Apple product not Apple phone is not iPhone.",https://seekingalpha.com,https://seekingalpha.com/article/4528433-apple-stock-sell-bounce
2022-09-27,AAPL,MarketWatch,"Walt Disney shares are up 4.62 4.4, while those of apple inc. have gained 6.26 3.9. This is a 72point bump for the dow.    for Walt Disney shares. Apple shares are also up. ",https://www.marketwatch.com,https://www.marketwatch.com/data-news/dow-s-475-point-rally-highlighted-by-gains-for-shares-of-walt-disney-apple-inc-01659553509?tesla=y
2022-09-28,AAPL,CNBC,Goldman launched the apple card in 2019 as part of its push into retail banking to diversify the investment banks revenue streams and provide a source of fintechinfused growth. The product generated headlines and a J.D. Morris was named CEO of the bank.,https://www.cnbc.com,https://www.cnbc.com/2022/08/04/goldman-sachs-says-regulators-are-investigating-credit-card-practices.html
2022-09-29,AAPL,SeekingAlpha,aapl is expected to report revenue and net income growth at a cagr of 5.33 and 4.33 respectively over the next three years. Aapl continues to expand its profitability. Apple is rumored to be planning to launch a subscription service.,https://seekingalpha.com,https://seekingalpha.com/article/4529588-apple-keeps-portfolio-healthy-potentially-recession-bay
2022-09-30,AAPL,CNBC," still apples mixed reality headset would be the company's first major product launch since it unveiled the apple watch in 2015. The headset will combine elements of virtual and augmented reality allowing users to place digital content on top of the real world and it will be released later this year. Apple will launch an iphone 14 with a bigger screen and an iPhone 14 pro and the iPhone 14 max, according to some reports. Apple will also launch an iPhone with a smaller screen.    iReporter.com will keep an eye on the news.  samsung typically announces new earbuds tablets and smartwatches to compete with Apple's ipad airpods and apple watch. Samsung typically announces them to compete against Apple's iPad Airpods, Apple's watch and Apple's iWatch. Samsung usually announces earb Google promises to launch its next phone with a brand new chip and its first apple watch competitor this fall, while Apple will launch its new watch this fall. Google has promised to launch a new chip with the same chip as the iPhone 5S. Google will launch the new chip Apple launches the iphone 13 in the UK. Samsung and other firms are preparing for a busy fall with lots of new gadget launches. in this article aapl follows your favorite stocks create free account.    Apple, Google, Amazon, Samsung and Samsung are",https://www.cnbc.com,https://www.cnbc.com/2022/08/04/apple-google-amazon-set-to-launch-new-gadgets-what-to-expect.html
2022-10-01,AAPL,Reuters,Foxconn 2317.tw and pegatron are ramping up manufacturing efforts as apple is set to launch its new iphone in september. read more.    iReport.com: Apple is launching its new iPhone in September and Foxconn and Pegatron are,https://www.reuters.com,https://www.reuters.com/technology/apple-asks-suppliers-follow-china-customs-rules-nikkei-2022-08-05/
2022-10-02,AAPL,SeekingAlpha,"According to the latest sec filing from his firm, Michael burry holds put options on 206,000 shares of Apple. He is the scion of Michael Burry, the company's founder and CEO. He has a stake in the company worth $1 billion. Apple is a stock that could trade higher. Read my coverage initiation article on apple apple here.   iReport.com: 3 reasons why the stock couldtrade higher and share price could go up. iReport article: Apple shares could go higher. Share price may go  is trading at a one-year forward pe of x17, a pb of x46 and a ps of about x7, which makes it an overvalued stock.    is an undervalued stock is an attractive stock is overvalued, as it is.  Apple could trade significantly higher in the next 1236 months due to new market opportunities, vrar and the apple car, accelerating strength in apples service portfolio and continued financial engineering, according to Mark O'Mara, CEO of Apple. He continues to sustain his view that apple Apple is the largest component of both the sp 500 and the nasdaq 100 accounting for about 7 and 13 respectively. Apple is the second largest company in the S&P 500 and Nasdaq 100 after Microsoft. Apple's stock is valued at about $60 billion.",https://seekingalpha.com,https://seekingalpha.com/article/4531392-apple-exploring-michael-burrys-bear-case
2022-10-03,AAPL,SeekingAlpha,"Apple has the most revenue of any company. Samsung has the least revenue. Laptops from Nokia are included in the category below. cirrus has a lot of resources to work with. Apple has more resources than Samsung and a lot more than a laptop.  The primary target of Apple is a codec increase from 2 to 3. It represents a 11.5 asp increase. With cirrus business model, major efforts require a year of development and a year for the customer to test before the real revenue ramp. ",https://seekingalpha.com,https://seekingalpha.com/article/4532566-tick-tooock-tiiick-tock-cirrus-logics-clock-chimed-growth
2022-10-04,AAPL,StockMarket,Apple continues to bring in a flux of new consumers with its latest tech offerings. Apple is a consumer discretionary company. Apple's Nasdaq aapl is a tech company that brings in new consumers. Apple Nasdaq is a company that provides services to consumers.,https://stockmarket.com,https://stockmarket.com/featured/what-stocks-to-buy-today-3-consumer-stocks-august-2022-watchlist-2022-08-10
2022-10-05,AAPL,SeekingAlpha,"Apple is poised for substantial outperformance over the next decade. Long-term investors such as Berkshire Hathaway brk.b brk stand to benefit tremendously from Apple's long-term outperformance.   i think apple is poised to outperform.  Apple expects that sales should accelerate in the current quarter, according to the company's CEO.    iReporter.com reports that Apple's CEO expects sales to accelerate in this current quarter. iReport.com has more details on Apple's sales forecast.",https://seekingalpha.com,https://seekingalpha.com/article/4533660-apple-a-new-golden-era-based-on-game-changing-cash-flows
2022-10-06,AAPL,SeekingAlpha,"Before we discuss the potency of their double buybacks, I want to address a common comment received from readers on brk. They are seeking alpha and total shareholder yield before we move on to discuss the issue of the double buyback program.   “",https://seekingalpha.com,https://seekingalpha.com/article/4533634-berkshire-hathaway-and-apple-overpowering-double-buybacks
2022-10-07,AAPL,SeekingAlpha,"Apple faces competition in this area from amazon, amzn, fire tv, google goog googl chromecast and roku roku. Apple is not sure if it will be able to compete with these competitors.    iReport.com:  Apple was founded by Steve Jobs on the principle that apple may be the best business in the world and Steve Jobs believes it is. Apple is worth over $100 billion in the U.S. and over $1.5 billion worldwide. Apple was founded on this principle. taiwan semiconductor manufacturing co. tsmc has become one of Apple's most crucial technology partners producing the cuttingedge chips that are the brains behind iphones ipads and now macs. The information reported is from Taiwan Semiconductor Manufacturing Co. Many people in North America think of Apple's iPhone as the dominant player in the mobile phone market. Apple's iphone is not the only dominant player. Apple is a mobile phone company. Apple has a different market share than Apple's phone. Apple’s phone",https://seekingalpha.com,https://seekingalpha.com/article/4533555-apple-buffett-vs-burry-only-one-will-win
2022-10-08,AAPL,SeekingAlpha,The top 10 holdings in the fidelity fdvv etf are shown below and equate to what i consider to be a relatively welldiversified 28 of the entire 116 stock portfolio. The toptwo holdings are wellknown tech giants apple aapl and microsoft ms,https://seekingalpha.com,https://seekingalpha.com/article/4533743-fidelity-high-dividend-etf-overweight-energy-and-reits
2022-10-09,AAPL,SeekingAlpha,Apple is reportedly working on arvr technology. Many investors consider it to be one of the world's most exciting business opportunities. Apple has not commented on the reports yet.   iReport.com will let you know more as it comes to it. ,https://seekingalpha.com,https://seekingalpha.com/article/4534171-have-faangs-peaked
2022-10-10,AAPL,Finnhub,Apple Inc v samsung elecs co 786 f 3d 983 fed cir 2015. Apple Inc v Samsung Elec Co 786 F 3D 983 f 2015. Samsung Inc v Apple Inc 786  783 F 3d  2015.,https://finnhub.io,https://finnhub.io/api/news?id=3e09862185b8b132e0e4c247781fd70eb452913a26185379baf7af8c23c9c2fa
2022-10-11,AAPL,MarketWatch,"Rumour has it that the iPhone 14 launch date is on September 13th. Apple will launch the new iPhone on September 14th. The rumor mill puts the launch date at sept. 13th, which would be an ideal allhands moment for staff. ",https://www.marketwatch.com,https://www.marketwatch.com/articles/news-to-know-today-51660648402
2022-10-12,AAPL,SeekingAlpha,"Apple released its new 13inch macbook air and macbook pro in July powered by its latest m2 chips. Apple management in the latest earnings briefing highlighted the performance increase of the new chips as stated in the quote below. There is no performance advantage against intel and amd. Apple continues the tremendous pace of innovation in apple silicon for the mac. It continues to be the most advanced chip in the world for the Mac and continues to improve the quality of the silicon. It is the latest in a long line of developments in this area. Apple's revenues are expected to grow by 2.5% in the next five years. Apple is valued with a dcf analysis as we expect it to continue generating positive fcfs. Apple has a market value of around $1.2 billion.  The new macbook air with the m2 chipset commands a higher price tag by 20 compared to its previousgen. The new Macbook pro still has the same starting price at 1299. When intel was used as the chipset for its previous models apple only raised its prices in Apple has increased the starting price of its 2018 apple macbook pro to 1799 as the base model included the apple touchbar. In 2021, Apple will remove the touchbar from its macbooks and it will no longer be available as an add-on. Apple could continue to grow higher than the market supported by its high customer satisfaction and quality. for its unit shipments we projected its 2022 growth based on the prorated q1 to q3 fiscal year shipments and growth beyond 2022 on the idc pc forecast cagr of",https://seekingalpha.com,https://seekingalpha.com/article/4534844-apple-strong-branding-customer-loyalty-driving-mac-sales
2022-10-13,AAPL,Reuters,Apple joins several companies that have begun mandating a return to office as a result of covid cases ease.      Â   iReport.com: Apple joins several technology and finance companies that are mandating that employees return to work. ,https://www.reuters.com,https://www.reuters.com/business/apple-sets-sept-5-deadline-employees-return-office-bloomberg-2022-08-15/
